lead_id,lead_first_contact_date,lead_origin,lead_type,lead_behaviour_profile,lead_business_segment,lead_business_type,gmv,is_closed,merchant_type
5afa3c562f5bf2eff62de390e531c25d,2022-07-08,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
943344b5f592e157b66b4b2c6843b301,2023-02-06,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
13602f4cdec52bd97a46254441b3388d,2023-05-15,other_publicities,unknown,unknown,unknown,unknown,unknown,0,new
463c7558d4ac8301f0a761f91354aad2,2022-11-08,unknown,unknown,unknown,unknown,unknown,unknown,0,new
4ab9470d39a8977d187d3798564676b3,2023-04-26,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
2dbebc911a1207004e14e56b7a083fc6,2023-04-26,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
955ae0c84845908d3b53f191436ec1f1,2023-04-27,social,unknown,unknown,unknown,unknown,unknown,0,new
4ce4011e6bdfd15319697206ae16ea7f,2023-01-08,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
f5a6556225bb4e85ce5be5dda9d05b8a,2023-04-23,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
0173e8d8b1d94a355b440fb67388f532,2022-10-18,paid_search,online_medium,eagle,household_utilities,manufacturer,313.60999999999996,1,existing
04e85c80a49b7b5a54537facf38a28b8,2022-10-26,social,unknown,unknown,unknown,unknown,unknown,0,new
af2de23c98a456d8fe1171e3e0395e32,2023-05-02,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
a1950012395742fd71f4fdd4cba9414e,2022-08-22,email,unknown,unknown,unknown,unknown,unknown,0,new
2538ccba4cdbde6974a7a6a61c7d8f24,2023-04-02,unknown,unknown,unknown,unknown,unknown,unknown,0,new
95fcfe6012d7851f874cde5d3cb7e980,2023-01-17,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
065940d7612634b4e81f593f6ce19418,2023-01-27,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
d802a3e63c700493242d9d104389c7df,2022-09-12,email,unknown,unknown,unknown,unknown,unknown,0,new
309eabc665c773760a1c0e4e318df2ad,2023-04-29,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
71d54f4b09795d02cbc6959c1145e886,2022-07-14,display,unknown,unknown,unknown,unknown,unknown,0,new
42c089a7e6899fe52a40bbbf7148e4e2,2022-11-24,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
232049f5aff15800ce41a9a7c4cf6730,2023-02-21,social,unknown,unknown,unknown,unknown,unknown,0,new
9221cc350ac177eee820422285504985,2023-05-05,social,unknown,unknown,unknown,unknown,unknown,0,new
0138fa79ed7cc7113e031e4ac11bd26a,2022-07-07,unknown,unknown,unknown,unknown,unknown,unknown,0,new
78d78a6d9952bcd96e3394f8f3c7c89d,2023-02-05,unknown,unknown,unknown,unknown,unknown,unknown,0,new
de5217ec03f9420c3a82973ef073279b,2023-03-22,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
e8432fb72c61c9066957124e5a420a05,2022-10-09,unknown,unknown,unknown,unknown,unknown,unknown,0,new
ffc87aa6d02f68087d1978176980b783,2023-01-14,referral,unknown,unknown,unknown,unknown,unknown,0,new
b34c9107f787d3a7ac13ba69ce65434d,2022-07-20,display,unknown,unknown,unknown,unknown,unknown,0,new
4e4e70d504b4c0006c8287dedc99d0fc,2023-02-04,social,online_medium,cat,construction_tools_house_garden,reseller,0.0,1,existing
303d834ae7ba59a8233f9b0bd60998fe,2023-04-14,social,unknown,unknown,unknown,unknown,unknown,0,new
b19589a2ef8be9a8f2f3bace66d77e77,2022-10-27,other,unknown,unknown,unknown,unknown,unknown,0,new
2f54574b6d12a25b2129c3466f9979fa,2023-04-09,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
408a9c4a79800232ac656249af3162eb,2023-02-21,paid_search,online_big,cat,construction_tools_house_garden,reseller,1428.22,1,existing
c52caddded0b8beec90aa67a3b812622,2023-04-11,unknown,unknown,unknown,unknown,unknown,unknown,0,new
e1b0e6b958ea38f4dae5f9d24730ef05,2022-08-12,social,unknown,unknown,unknown,unknown,unknown,0,new
88fc9401f1a0964149d7659b140c39c7,2023-03-09,unknown,unknown,unknown,unknown,unknown,unknown,0,new
ecb369befefc67e57056c2c89ab1af20,2023-03-08,display,unknown,unknown,unknown,unknown,unknown,0,new
d94500cbf74c4ea234acc780c04913a2,2023-05-15,social,unknown,unknown,unknown,unknown,unknown,0,new
24a0f25cbb04c099f7ad15dfb0447ba1,2023-04-23,social,unknown,unknown,unknown,unknown,unknown,0,new
550087d2dcb6ff5567452f2efcadb8c4,2023-05-16,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
b3e31e79453990477407f7baa2c27d70,2023-02-19,email,unknown,unknown,unknown,unknown,unknown,0,new
3f54048b64be285aa15f4347fa284817,2023-04-17,email,unknown,unknown,unknown,unknown,unknown,0,new
84094c9f8dc82c57cae08d3cd0acb96f,2023-04-28,social,unknown,unknown,unknown,unknown,unknown,0,new
dc26c5197ace46abe960095b7a46a8e9,2022-12-14,direct_traffic,unknown,unknown,unknown,unknown,unknown,0,new
f9e00dc9c33ce95e5a4645771b81bc1d,2022-11-13,email,unknown,unknown,unknown,unknown,unknown,0,new
cac06d4ace00a7b39564429b57e07a72,2023-02-16,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
c556184b3fe2087834850b68fa435cee,2023-04-15,direct_traffic,online_medium,cat,household_utilities,reseller,281.37,1,existing
d256e49359ddb82dc0659cb2061cb2ee,2023-01-31,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
740bddcc602c597abda096a90ebb476a,2023-03-21,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
3eed6d27b0b2dd008c1be88cce8245fc,2023-05-11,social,unknown,unknown,unknown,unknown,unknown,0,new
27424f3a283c39027eb12a690d4b6d39,2023-01-19,social,unknown,unknown,unknown,unknown,unknown,0,new
8155cf9d25c763ee101e424ec5cac948,2023-04-05,direct_traffic,unknown,unknown,unknown,unknown,unknown,0,new
d3cc126a20cc1d4c30246461bd4424bb,2023-01-02,social,unknown,unknown,unknown,unknown,unknown,0,new
6e4fd1f8d7082b92ba9842ab88aab57e,2023-01-14,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
4a64e3c8f85fa662586e8998b3a9bb77,2023-03-06,direct_traffic,unknown,unknown,unknown,unknown,unknown,0,new
eea86d31fb5dda6d18f0e716591310c4,2023-03-13,email,unknown,unknown,unknown,unknown,unknown,0,new
f0d4c58768543ca9483599f6f9410980,2023-04-04,social,unknown,unknown,unknown,unknown,unknown,0,new
6ba667e88fcf8fa9c8d633ca5f198a48,2022-11-13,email,unknown,unknown,unknown,unknown,unknown,0,new
b20ec3227487235bbe4117ced1337719,2023-03-18,social,unknown,unknown,unknown,unknown,unknown,0,new
051c04b3816292c5145c6fe53c025719,2022-11-30,social,unknown,unknown,unknown,unknown,unknown,0,new
dc377cb284d45f3425140456dd4cceef,2023-01-10,unknown,unknown,unknown,unknown,unknown,unknown,0,new
567d9451c6f346cf203e6143455a6653,2023-04-01,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
a835b85d71f258f45c97a98864ad067b,2022-09-19,direct_traffic,unknown,unknown,unknown,unknown,unknown,0,new
5003a4ae7ba6a9b3f0eb6b463cf09aeb,2023-04-12,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
d2d0cd4ce0710569cf620c2a4f598aa8,2023-01-25,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
67455a0673f5cf26deae5b270c003e83,2023-01-23,direct_traffic,online_big,wolf,toys,reseller,0.0,1,existing
9bcdf1b62703e7e48976eb9dd86ebb3e,2023-02-27,referral,unknown,unknown,unknown,unknown,unknown,0,new
7b889da86fa368b083e6b41f1c879fa9,2022-07-17,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
4e253f59ce72377038ab855694e4903c,2023-04-01,social,unknown,unknown,unknown,unknown,unknown,0,new
84ea3a7910c3ca971d4718adf0f707f2,2023-04-23,direct_traffic,unknown,unknown,unknown,unknown,unknown,0,new
5a9fa2197c5e405543c00bd501751082,2023-01-19,display,unknown,unknown,unknown,unknown,unknown,0,new
ebb72d4bfba370aecb29bc7519c9dac2,2022-10-05,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
216cbd05fb1918ba700506718cd8d915,2022-08-10,social,unknown,unknown,unknown,unknown,unknown,0,new
ff7909ee83a27657cc43a3d5dad7c4e3,2023-02-20,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
a9ff8314bd4af3bf87c9037dceceff53,2023-01-10,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
01262c816d03a88372753fac1d70f02d,2023-01-10,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
6e61e57c1a5ea6fa42bf249242440e91,2023-03-29,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
8f1eb4568b6b9604a802e083eaf45f51,2023-01-12,social,unknown,unknown,unknown,unknown,unknown,0,new
595f10559cc4d7492e70cdd9ed00ba42,2023-04-12,unknown,unknown,unknown,unknown,unknown,unknown,0,new
4259f88ec5599c3e58266f349beceb45,2023-05-11,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
78d3e5766f355ed5b69199a2df00382b,2023-05-23,email,unknown,unknown,unknown,unknown,unknown,0,new
388823cb9249d4cebc9d677a99e1d79d,2022-10-23,referral,unknown,unknown,unknown,unknown,unknown,0,new
d3edd466842655ec6dc7ac0590baf52d,2022-09-25,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
8a91157161fc4306d68471c4773a41dd,2023-03-01,email,unknown,unknown,unknown,unknown,unknown,0,new
ba08e773374e74b0609b9668df3cd163,2023-01-22,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
7bd93a032fe572ca1d65f0ea7ee5c0b5,2023-01-07,direct_traffic,unknown,unknown,unknown,unknown,unknown,0,new
50c8932f79e0369ac94e06e9c6bd86e5,2023-03-27,unknown,unknown,unknown,unknown,unknown,unknown,0,new
3348eb92c98456b4ef8930705f073148,2023-01-25,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
c4a6424fad3db0bab7b55785a0c6680d,2023-01-08,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
58d2090ece6d4b4a64b9af4763e6661b,2023-04-05,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
21ec62fa8ae57a1439eec4f09c704806,2023-05-22,email,unknown,unknown,unknown,unknown,unknown,0,new
ab11f58a6bf7036a656364b0ba68fb74,2023-04-05,paid_search,online_medium,cat,sports_leisure,reseller,222.88,1,existing
11c3bc83e4a0ecfb01176e866d97435f,2023-01-12,social,unknown,unknown,unknown,unknown,unknown,0,new
c858c3ad63668cb33842d65de826d804,2023-03-26,direct_traffic,unknown,unknown,unknown,unknown,unknown,0,new
d3b5cb5dec3aa02af6dd16a5738b6b04,2023-05-26,email,unknown,unknown,unknown,unknown,unknown,0,new
472a3b0078de94d9743715bad1d9fb90,2023-05-28,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
9d120ada9eb2da286352159f945234ef,2023-02-28,referral,unknown,unknown,unknown,unknown,unknown,0,new
3de3b7d9e1ec9e717cf6f5182c9546ad,2023-01-13,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
d60c24a3d320c44bcd724270bc61f703,2023-02-16,social,unknown,unknown,unknown,unknown,unknown,0,new
d7de8d1ac85f7464b6f972987b047296,2023-04-13,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
f3ed1977e3554ea76e333ff63ff2e940,2023-05-09,social,unknown,unknown,unknown,unknown,unknown,0,new
648065d6b81ecfa8cc16a36a1aadb0a1,2023-04-27,direct_traffic,unknown,unknown,unknown,unknown,unknown,0,new
c89fb04b571d162cd3719a4b06ec8422,2023-03-16,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
f87153f5ba67f0dfc90e9e562afc430e,2023-04-10,social,unknown,unknown,unknown,unknown,unknown,0,new
be8e18628d3b1e19f8f9eb2ae7d913ca,2022-10-07,display,unknown,unknown,unknown,unknown,unknown,0,new
de3358cacdad583d84eb857858d15771,2022-12-06,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
f0a864c2092c2885179523674f580428,2023-04-13,social,unknown,unknown,unknown,unknown,unknown,0,new
a1c0274ecb47b9b7c3b3f97ae6756cd3,2023-03-16,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
fd8b568e665b8506d640290c654c51c7,2023-05-07,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
b65e747fd66bfc23a11308b8f52dad94,2022-07-31,unknown,unknown,unknown,unknown,unknown,unknown,0,new
84f11ceb99dafe222dde3767eb4fe663,2023-03-26,unknown,unknown,unknown,unknown,unknown,unknown,0,new
5bae7561597d0a52e9b41ca506b33302,2023-03-11,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
308aa0735742812f56e74349bb84c3e8,2023-05-07,social,unknown,unknown,unknown,unknown,unknown,0,new
17e2f490c88a85e1a0872d7e5431e374,2023-01-05,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
bae38661a27f6228ba38c36e766ed769,2023-02-18,social,industry,cat,stationery,reseller,0.0,1,existing
ac10e665742d961d630f9d86307dd3b5,2023-04-05,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
263674f3b69459e3f1d42bccb8996777,2022-08-27,social,unknown,unknown,unknown,unknown,unknown,0,new
c02235a55d85edfd632c1b009cbea94c,2022-10-31,unknown,unknown,unknown,unknown,unknown,unknown,0,new
450b97a48568c3118ff397f73abe4e4a,2023-04-03,referral,online_medium,cat,food_drink,manufacturer,2707.12,1,existing
227e69e4b6f590bf169f5d1eb993ebf7,2023-02-20,unknown,unknown,unknown,unknown,unknown,unknown,0,new
17d6278aaf26be24980654e102a111fc,2023-04-18,other,unknown,unknown,unknown,unknown,unknown,0,new
a082c0a47eb5379353243b15bf77c560,2022-09-06,referral,unknown,unknown,unknown,unknown,unknown,0,new
99ba5c4097c6b8fef5ed774a1a6714b8,2023-05-26,unknown,unknown,unknown,unknown,unknown,unknown,0,new
012849d3021dca5ddefa4d967324caeb,2023-05-12,social,unknown,unknown,unknown,unknown,unknown,0,new
9878253904482726e741460a99adba86,2023-01-22,organic_search,industry,unknown,food_supplement,manufacturer,0.0,1,existing
4f7ef7308c8eb7e5e3730a15a66c0fb3,2022-10-06,paid_search,unknown,unknown,unknown,unknown,unknown,0,new
b9121f1db9d4771da790da05438d0e05,2023-05-31,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
daceb01279633a581b12e34aa3653c6e,2023-01-18,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
93f97410020f1aeb261aa376df54f44d,2022-07-21,other,unknown,unknown,unknown,unknown,unknown,0,new
ed3d878bf23177e7075ce07578841047,2023-05-09,organic_search,online_medium,cat,home_decor,manufacturer,386.99,1,existing
27e5a42dc357dc9ec3ef7366ac382854,2023-04-16,social,unknown,unknown,unknown,unknown,unknown,0,new
c3d01570a1a71215cb64c07a96727e26,2023-05-17,other,unknown,unknown,unknown,unknown,unknown,0,new
ad0ca0bad566bac4acce21e459b10e16,2022-11-13,email,unknown,unknown,unknown,unknown,unknown,0,new
119ce5d79e3c006a9e46967bff271cb2,2023-05-24,organic_search,online_top,cat,health_beauty,reseller,3270.82,1,existing
6c489ad0aa78ee6e196e8406aea36aae,2023-05-02,organic_search,unknown,unknown,unknown,unknown,unknown,0,new
781a0d5b385137b6e05971f024a4d4f1,2023-05-03,social,unknown,unknown,unknown,unknown,unknown,0,new
5fd89bebd9cf4213e2b78e174d6f9c49,2023-04-04,social,unknown,unknown,unknown,unknown,unknown,0,new
f6b192564928a1348da491c4987e08c4,2023-02-01,unknown,unknown,unknown,unknown,unknown,unknown,0,new
1f4e960dc47c49ab5c2a495e00055f64,2022-12-15,organic_search,offline,unknown,bed_bath_table,reseller,0.0,1,existing
0f09698017af107026ad0b0be011fa73,2022-09-01,unknown,unknown,unknown,unknown,unknown,unknown,0,new
